"","BirdID","Status","BreedGroupID","Mate","NoFeeds","FeedsPerHour","NestWatchID","WatchDate","Month","Year2","TerritoryID","ObsDuration","LastBTO","SexEstimate","TerritoryNumber","TQ","Observer","LastColourRing","Island","NoH","StartTime","NestNumber","SumOfFeedsPerHour","NestID","Helper01","TotalFeeds","TotalFeedsPerHour","ClutchSize","BroodSize","NoFledglings","X.UkUR","WatchType","TQcorrected","FieldPeriodID","FPID_Month","MonthlyInsects","AvgOfTQcorrected","TQc_Combined","AnnualInsects","No_M_H","No_F_H","GroupSize","MateID","TID","BGID","NID","NWID","Obs","Year","FeedsHour","LogFeedsPerHour","sqrtFeedsPerHour","NoOffspring"
"1079","5453","BrM",6438,1857,2,2,1229,2020-02-12,"2",2014,28,60,"V267448",1,22,-0.204625821,"HE","WN/UX","CN",1,"11:06",1,16,2842,"1",16,16,2,2,2,0,"FI",10811.80619,124,"124_2",2347,NA,10811.80619,5.478684885,0,1,3,"1857","28","6438","2842","1229","HE","2014",2,0.693147180559945,1.4142135623731,2
"1080","5453","BrM",6751,5843,4,4,1499,2020-09-03,"9",2014,28,60,"V267448",1,22,-0.204625821,"KLB","WN/UX","CN",1,"09:15",1,16,3184,"1",16,16,2,2,0,0,"FI",8600.078841,125,"125_9",2956,NA,8600.078841,4.287076423,0,1,3,"5843","28","6751","3184","1499","KLB","2014",4,1.38629436111989,2,2
"1083","5453","BrM",6751,5843,8,8,1506,2020-09-09,"9",2014,28,60,"V267448",1,22,-0.204625821,"KLB","WN/UX","CN",1,"10:06",1,16,3184,"1",16,16,2,2,0,0,"F",8600.078841,125,"125_9",2956,NA,8600.078841,4.287076423,0,1,3,"5843","28","6751","3184","1506","KLB","2014",8,2.07944154167984,2.82842712474619,2
"1085","5518","BrF",6119,5456,0,0,1138,2020-09-03,"9",2013,134,60,"V267465",0,92,-0.351689177,"LMG","BB/UX","CN",0,"08:47",1,3,2737,"0",3,3,1,1,0,0,"FI",7692.563927,122,"122_9",1113,NA,7692.563927,3.248186294,0,0,2,"5456","134","6119","2737","1138","LMG","2013",0,-Inf,0,1
"1086","5456","BrM",6119,5518,3,3,1138,2020-09-03,"9",2013,134,60,"V267451",1,92,-0.351689177,"LMG","WV/UX","CN",0,"08:47",1,3,2737,"0",3,3,1,1,0,0,"FI",7692.563927,122,"122_9",1113,NA,7692.563927,3.248186294,0,0,2,"5518","134","6119","2737","1138","LMG","2013",3,1.09861228866811,1.73205080756888,1
"1088","5456","BrM",6415,5518,10,10,1228,2020-02-12,"2",2014,134,60,"V267451",1,92,-0.351689177,"HE","WV/UX","CN",0,"08:36",1,14,2816,"0",14,14,1,1,1,0,"FI",6709.909423,124,"124_2",2347,NA,6709.909423,5.478684885,0,0,2,"5518","134","6415","2816","1228","HE","2014",10,2.30258509299405,3.16227766016838,1
"1089","5631","BrM",5354,5465,0,0,1073,2020-09-13,"9",2012,43,60,"V267579",1,30.2,-0.196743174,"SAK","GV/KX","CN",0,"11:49",1,12,2636,"0",12,12,1,1,1,0,"FL",6404.300415,116,"116_9",1250,NA,6404.300415,4.048605441,0,0,2,"5465","43","5354","2636","1073","SAK","2012",0,-Inf,0,1
"1090","5465","BrF",5354,5631,12,12,1073,2020-09-13,"9",2012,43,60,"V267460",0,30.2,-0.196743174,"SAK","LR/UX","CN",0,"11:49",1,12,2636,"0",12,12,1,1,1,0,"FL",6404.300415,116,"116_9",1250,NA,6404.300415,4.048605441,0,0,2,"5631","43","5354","2636","1073","SAK","2012",12,2.484906649788,3.46410161513775,1
"1091","5497","BrM",5143,3606,6,6,873,2020-09-05,"9",2011,100,60,"V267464",1,68,-0.10642064,"MH","GW/UX","CN",0,"15:38",2,11,2481,"0",11,11,1,1,1,0,"F",14097.02379,105,"105_9",1843,NA,14097.02379,9.032081704,0,0,4,"3606","100","5143","2481","873","MH","2011",6,1.79175946922805,2.44948974278318,1
"1092","5498","BrM",6663,5132,2,2,1337,2020-06-25,"6",2014,160,60,"V267462",1,104,-0.217985862,"HE","GY/UX","CN",0,"08:11",1,6,3075,"0",6,6,1,1,1,0,"F",4711.437572,125,"125_6",1021,NA,4711.437572,4.287076423,0,0,2,"5132","160","6663","3075","1337","HE","2014",2,0.693147180559945,1.4142135623731,1
"1093","5508","BrM",5121,5337,5,5,872,2020-09-03,"9",2011,68,60,"V267479",1,47.1,0.039001688,"MH","NV/UX","CN",1,"15:07",2,19,2448,"1",19,19,1,1,1,0,"F",25299.11401,105,"105_9",1843,NA,25299.11401,9.032081704,0,1,3,"5337","68","5121","2448","872","MH","2011",5,1.6094379124341,2.23606797749979,1
"1095","5511","BrF",6820,2974,14,14,1513,2020-02-19,"2",2015,178,60,"V267469",0,121,-0.201631285,"MB","OL/UX","CN",0,"15:43",1,19,3440,"0",19,19,1,1,0,0,"F",8584.842517,139,"139_2",1164,NA,8584.842517,3.045608346,0,0,3,"2974","178","6820","3440","1513","MB","2015",14,2.63905732961526,3.74165738677394,1
"1096","5513","BrM",5321,5125,2,2,1050,2020-08-29,"8",2012,47,60,"V267475",1,33,0.226870076,"VS","VB/XZ","CN",1,"11:07",1,3,2588,"1",3,3,1,1,0,0,"FI",26638.9276,116,"116_8",1183,NA,26638.9276,4.048605441,0,1,4,"5125","47","5321","2588","1050","VS","2012",2,0.693147180559945,1.4142135623731,1
"1098","5125","BrF",5321,5513,0,0,1064,2020-08-28,"8",2012,47,60,"V267141",0,33,0.226870076,"SAK","RO/VX","CN",0,"08:53",1,5,2588,"0",5,5,1,1,0,0,"F",26638.9276,116,"116_8",1183,NA,26638.9276,4.048605441,0,0,4,"5513","47","5321","2588","1064","SAK","2012",0,-Inf,0,1
"1099","5513","BrM",5321,5125,5,5,1064,2020-08-28,"8",2012,47,60,"V267475",1,33,0.226870076,"SAK","VB/XZ","CN",0,"08:53",1,5,2588,"0",5,5,1,1,0,0,"F",26638.9276,116,"116_8",1183,NA,26638.9276,4.048605441,0,0,4,"5125","47","5321","2588","1064","SAK","2012",5,1.6094379124341,2.23606797749979,1
"1100","5513","BrM",5109,1765,11,11,871,2020-08-29,"8",2011,47,60,"V267475",1,33,0.226870076,"MH","VB/XZ","CN",2,"15:35",2,40,2428,"1",40,40,1,1,1,5,"F",45210.0419,105,"105_8",3751,NA,45210.0419,9.032081704,0,2,4,"1765","47","5109","2428","871","MH","2011",11,2.39789527279837,3.3166247903554,1
"1102","5514","BrF",5344,5321,1,1,1039,2020-08-20,"8",2012,57,60,"V267474",0,41,-0.101855235,"VS","VB/YX","CN",1,"11:03",1,3,2615,"1",3,3,1,1,0,0,"FI",9536.531602,116,"116_8",1183,NA,9536.531602,4.048605441,0,1,3,"5321","57","5344","2615","1039","VS","2012",1,0,1,1
"1103","5514","BrF",6811,5321,1,1,1515,2020-02-21,"2",2015,57,60,"V267474",0,41,-0.101855235,"LLD","VB/YX","CN",0,"10:12",1,6,3441,"0",6,6,1,1,0,0,"FI",9448.790037,139,"139_2",1164,NA,9448.790037,3.045608346,0,0,5,"5321","57","6811","3441","1515","LLD","2015",1,0,1,1
"1104","5514","BrF",6811,5321,6,6,1519,2020-02-25,"2",2015,57,60,"V267474",0,41,-0.101855235,"LLD","VB/YX","CN",1,"08:10",1,21,3441,"1",21,21,1,1,0,9.523809524,"FI",9448.790037,139,"139_2",1164,NA,9448.790037,3.045608346,0,1,5,"5321","57","6811","3441","1519","LLD","2015",6,1.79175946922805,2.44948974278318,1
"1106","5514","BrF",5084,5321,16,16,850,2020-08-06,"8",2011,57,60,"V267474",0,41,-0.101855235,"MH","VB/YX","CN",0,"16:13",1,30,2389,"0",30,30,1,1,1,0,"F",45942.87275,105,"105_8",3751,NA,45942.87275,9.032081704,0,0,2,"5321","57","5084","2389","850","MH","2011",16,2.77258872223978,4,1
"1108","5518","BrF",6415,5456,4,4,1228,2020-02-12,"2",2014,134,60,"V267465",0,92,-0.351689177,"HE","BB/UX","CN",0,"08:36",1,14,2816,"0",14,14,1,1,1,0,"FI",6709.909423,124,"124_2",2347,NA,6709.909423,5.478684885,0,0,2,"5456","134","6415","2816","1228","HE","2014",4,1.38629436111989,2,1
"1110","5522","BrM",5358,5341,1,1,1036,2020-08-21,"8",2012,126,60,"V267483",1,86,0.08834705,"DJW","RB/UX","CN",0,"11:08",1,4,2649,"0",4,4,1,1,0,0,"FI",10787.9913,116,"116_8",1183,NA,10787.9913,4.048605441,0,0,2,"5341","126","5358","2649","1036","DJW","2012",1,0,1,1
"1113","5524","BrF",6687,4860,9,9,1405,2020-08-23,"8",2014,480,60,"V267480",0,129,-0.345525714,"MB","VE/GX","CN",1,"10:36",1,19,3099,"1",19,19,1,1,0,5.263157895,"F",10295.01647,125,"125_8",1437,NA,10295.01647,4.287076423,0,1,3,"4860","480","6687","3099","1405","MB","2014",9,2.19722457733622,3,1
"1114","5524","BrF",6687,4860,12,12,1443,2020-08-15,"8",2014,480,60,"V267480",0,129,-0.345525714,"SAK","VE/GX","CN",0,"15:20",1,28,3099,"0",28,28,1,1,0,0,"FI",10295.01647,125,"125_8",1437,NA,10295.01647,4.287076423,0,0,3,"4860","480","6687","3099","1443","SAK","2014",12,2.484906649788,3.46410161513775,1
"1115","5536","BrF",6145,5829,3,3,1108,2020-08-23,"8",2013,490,60,"V267492",0,134,0.211731942,"HE","NL/UX","CN",0,"08:21",1,4,2720,"0",4,4,2,2,2,0,"F",28529.34517,122,"122_8",2045,NA,28529.34517,3.248186294,0,0,3,"5829","490","6145","2720","1108","HE","2013",3,1.09861228866811,1.73205080756888,2
"1116","5537","BrF",6130,4947,1,0.923076923,1124,2020-08-31,"8",2013,81,65,"V267490",0,54,-0.065425855,"MB","OY/UX","CN",0,"09:03",1,1.846153846,2748,"0",2,1.846153846,1,1,0,0,"FI",45524.95639,122,"122_8",2045,NA,45524.95639,3.248186294,0,0,2,"4947","81","6130","2748","1124","MB","2013",0.923076923076923,-0.0800427076735364,0.960768922790491,1
"1117","5537","BrF",6130,4947,1,1,1148,2020-09-11,"9",2013,81,60,"V267490",0,54,-0.065425855,"MB","OY/UX","CN",0,"08:48",1,1,2748,"0",1,1,1,1,0,0,"FI",45524.95639,122,"122_9",1113,NA,45524.95639,3.248186294,0,0,2,"4947","81","6130","2748","1148","MB","2013",1,0,1,1
"1118","5537","BrF",6130,4947,2,2,1135,2020-09-05,"9",2013,81,60,"V267490",0,54,-0.065425855,"MB","OY/UX","CN",0,"07:44",1,5,2748,"0",5,5,1,1,0,0,"FI",45524.95639,122,"122_9",1113,NA,45524.95639,3.248186294,0,0,2,"4947","81","6130","2748","1135","MB","2013",2,0.693147180559945,1.4142135623731,1
"1119","5537","BrF",5310,4947,10,10,1042,2020-08-23,"8",2012,81,60,"V267490",0,54,-0.065425855,"VS","OY/UX","CN",0,"07:38",1,22,2577,"0",22,22,1,1,0,4.545454545,"F",8592.421034,116,"116_8",1183,NA,8592.421034,4.048605441,0,0,2,"4947","81","5310","2577","1042","VS","2012",10,2.30258509299405,3.16227766016838,1
"1121","5545","BrF",6818,5638,3,3,1514,2020-02-18,"2",2015,177,60,"V267500",0,120,0.08782071,"LLD","EW/UX","CN",0,"10:12",1,5,3438,"0",5,5,1,1,0,0,"FI",7412.79732,139,"139_2",1164,NA,7412.79732,3.045608346,0,0,3,"5638","177","6818","3438","1514","LLD","2015",3,1.09861228866811,1.73205080756888,1
"1123","5549","BrF",6685,5612,2,2,1342,2020-07-17,"7",2014,479,60,"V267503",0,130,0.258769134,"MB","GO/UX","CN",0,"08:06",1,12,3097,"0",12,12,1,1,1,0,"FI",34755.52974,125,"125_7",1576,NA,34755.52974,4.287076423,0,0,2,"5612","479","6685","3097","1342","MB","2014",2,0.693147180559945,1.4142135623731,1
"1125","5549","BrF",5338,5612,12,12,1065,2020-08-28,"8",2012,479,60,"V267503",0,130,0.258769134,"SAK","GO/UX","CN",1,"12:01",1,23,2608,"1",23,23,2,2,2,4.347826087,"FI",15835.15909,116,"116_8",1183,NA,15835.15909,4.048605441,NA,NA,3,"5612","479","5338","2608","1065","SAK","2012",12,2.484906649788,3.46410161513775,2
"1127","5549","BrF",5338,5612,18,18,1055,2020-09-03,"9",2012,479,60,"V267503",0,130,0.258769134,"VS","GO/UX","CN",1,"09:01",1,33,2608,"1",33,33,2,2,2,9.090909091,"F",15835.15909,116,"116_9",1250,NA,15835.15909,4.048605441,NA,NA,3,"5612","479","5338","2608","1055","VS","2012",18,2.89037175789616,4.24264068711928,2
"1128","5549","BrF",6685,5612,18,18,1365,2020-07-27,"7",2014,479,60,"V267503",0,130,0.258769134,"MB","GO/UX","CN",0,"07:43",1,26,3097,"0",26,26,1,1,1,3.846153846,"F",34755.52974,125,"125_7",1576,NA,34755.52974,4.287076423,0,0,2,"5612","479","6685","3097","1365","MB","2014",18,2.89037175789616,4.24264068711928,1
"1129","5549","BrF",5338,5612,20,20,1059,2020-09-18,"9",2012,479,60,"V267503",0,130,0.258769134,"VS","GO/UX","CN",0,"11:29",1,37,2608,"0",37,37,2,2,2,8.108108108,"FL",15835.15909,116,"116_9",1250,NA,15835.15909,4.048605441,0,0,3,"5612","479","5338","2608","1059","VS","2012",20,2.99573227355399,4.47213595499958,2
"1130","5549","BrF",6685,5612,27,27,1442,2020-08-14,"8",2014,479,60,"V267503",0,130,0.258769134,"SAK","GO/UX","CN",0,"11:11",1,32,3097,"0",32,32,1,1,1,0,"FL",34755.52974,125,"125_8",1437,NA,34755.52974,4.287076423,0,0,2,"5612","479","6685","3097","1442","SAK","2014",27,3.29583686600433,5.19615242270663,1
"1133","5575","BrF",6701,6018,14,14,1487,2020-08-23,"8",2014,75,60,"V267528",0,51.2,0.154161754,"KLB","RY/UX","CN",1,"13:26",1,25,3114,"1",25,25,1,1,1,4,"F",8856.716564,125,"125_8",1437,NA,8856.716564,4.287076423,0,1,3,"6018","75","6701","3114","1487","KLB","2014",14,2.63905732961526,3.74165738677394,1
"1137","5582","BrM",6693,5598,7,7,1501,2020-09-04,"9",2014,110,60,"V267560",1,77,0.176130543,"KLB","EB/UX","CN",1,"09:24",2,22,3218,"1",22,22,1,1,1,4.545454545,"F",20202.8741,125,"125_9",2956,NA,20202.8741,4.287076423,1,0,3,"5598","110","6693","3218","1501","KLB","2014",7,1.94591014905531,2.64575131106459,1
"1139","5583","BrM",6713,5217,11,11,1383,2020-08-24,"8",2014,159,60,"V267566",1,103.1,-0.023019041,"MB","EG/UX","CN",1,"09:10",1,22,3129,"1",22,22,1,1,1,4.545454545,"FI",28566.93688,125,"125_8",1437,NA,28566.93688,4.287076423,0,1,4,"5217","159","6713","3129","1383","MB","2014",11,2.39789527279837,3.3166247903554,1
"1140","5586","BrM",6160,5589,0,0,1155,2020-09-12,"9",2013,80,60,"V267539",1,53.1,-0.251000739,"SAK","EY/UX","CN",0,"12:06",1,27,2776,"0",27,27,1,1,1,0,"FL",14739.13485,122,"122_9",1113,NA,14739.13485,3.248186294,0,0,3,"5589","80","6160","2776","1155","SAK","2013",0,-Inf,0,1
"1141","5589","BrF",6160,5586,27,27,1155,2020-09-12,"9",2013,80,60,"V267536",0,53.1,-0.251000739,"SAK","OW/UX","CN",0,"12:06",1,27,2776,"0",27,27,1,1,1,0,"FL",14739.13485,122,"122_9",1113,NA,14739.13485,3.248186294,0,0,3,"5586","80","6160","2776","1155","SAK","2013",27,3.29583686600433,5.19615242270663,1
"1142","5595","BrM",6450,1852,4,4,1247,2020-02-16,"2",2014,26,60,"V267538",1,20,0.092873751,"FG","VG/GX","CN",0,"08:00",1,12,2860,"0",12,12,1,1,0,8.333333333,"FI",28731.80238,124,"124_2",2347,NA,28731.80238,5.478684885,0,0,3,"1852","26","6450","2860","1247","FG","2014",4,1.38629436111989,2,1
"1143","5595","BrM",6450,1852,9,9,1255,2020-02-25,"2",2014,26,60,"V267538",1,20,0.092873751,"FG","VG/GX","CN",1,"08:30",1,27,2860,"1",27,27,1,1,0,3.703703704,"F",28731.80238,124,"124_2",2347,NA,28731.80238,5.478684885,0,1,3,"1852","26","6450","2860","1255","FG","2014",9,2.19722457733622,3,1
"1144","5595","BrM",6139,1852,10,10,1158,2020-09-21,"9",2013,26,60,"V267538",1,20,0.092873751,"SAK","VG/GX","CN",1,"10:39",1,16,2757,"1",16,16,1,1,0,0,"FI",22774.32001,122,"122_9",1113,NA,22774.32001,3.248186294,0,1,3,"1852","26","6139","2757","1158","SAK","2013",10,2.30258509299405,3.16227766016838,1
"1145","5597","BrF",6736,5602,7,7,1479,2020-08-16,"8",2014,79,60,"V267558",0,53,-0.180527253,"KLB","VG/NX","CN",1,"13:45",1,20,3157,"1",20,20,1,1,1,10,"FI",11770.84916,125,"125_8",1437,NA,11770.84916,4.287076423,1,0,3,"5602","79","6736","3157","1479","KLB","2014",7,1.94591014905531,2.64575131106459,1
"1146","5597","BrF",6736,5602,12,12,1407,2020-08-23,"8",2014,79,60,"V267558",0,53,-0.180527253,"MB","VG/NX","CN",0,"08:39",1,18,3157,"0",18,18,1,1,1,5.555555556,"F",11770.84916,125,"125_8",1437,NA,11770.84916,4.287076423,0,0,3,"5602","79","6736","3157","1407","MB","2014",12,2.484906649788,3.46410161513775,1
"1148","5598","BrF",6693,5582,10,10,1501,2020-09-04,"9",2014,110,60,"V267559",0,77,0.176130543,"KLB","VG/OX","CN",1,"09:24",2,22,3218,"1",22,22,1,1,1,4.545454545,"F",20202.8741,125,"125_9",2956,NA,20202.8741,4.287076423,1,0,3,"5582","110","6693","3218","1501","KLB","2014",10,2.30258509299405,3.16227766016838,1
"1149","5602","BrM",6736,5597,5,5,1407,2020-08-23,"8",2014,79,60,"V267540",1,53,-0.180527253,"MB","VR/WX","CN",0,"08:39",1,18,3157,"0",18,18,1,1,1,5.555555556,"F",11770.84916,125,"125_8",1437,NA,11770.84916,4.287076423,0,0,3,"5597","79","6736","3157","1407","MB","2014",5,1.6094379124341,2.23606797749979,1
"1150","5602","BrM",6736,5597,9,9,1479,2020-08-16,"8",2014,79,60,"V267540",1,53,-0.180527253,"KLB","VR/WX","CN",1,"13:45",1,20,3157,"1",20,20,1,1,1,10,"FI",11770.84916,125,"125_8",1437,NA,11770.84916,4.287076423,1,0,3,"5597","79","6736","3157","1479","KLB","2014",9,2.19722457733622,3,1
"1152","5606","BrM",6695,5128,9,9,1500,2020-09-03,"9",2014,101,60,"V267564",1,69,-0.037759841,"KLB","VY/WX","CN",1,"14:44",2,28,3165,"1",28,28,1,1,0,3.571428571,"F",28377.03068,125,"125_9",2956,NA,28377.03068,4.287076423,1,0,3,"5128","101","6695","3165","1500","KLB","2014",9,2.19722457733622,3,1
"1154","5608","BrF",6414,4872,11,11,1254,2020-02-24,"2",2014,95,60,"V267551",0,64,-0.096767056,"FG","WE/UX","CN",0,"08:15",1,20,2815,"0",20,20,1,1,0,5,"F",44115.59448,124,"124_2",2347,NA,44115.59448,5.478684885,0,0,2,"4872","95","6414","2815","1254","FG","2014",11,2.39789527279837,3.3166247903554,1
"1155","5612","BrM",6685,5549,5,5,1442,2020-08-14,"8",2014,479,60,"V267570",1,130,0.258769134,"SAK","WY/XZ","CN",0,"11:11",1,32,3097,"0",32,32,1,1,1,0,"FL",34755.52974,125,"125_8",1437,NA,34755.52974,4.287076423,0,0,2,"5549","479","6685","3097","1442","SAK","2014",5,1.6094379124341,2.23606797749979,1
"1158","5612","BrM",6685,5549,7,7,1365,2020-07-27,"7",2014,479,60,"V267570",1,130,0.258769134,"MB","WY/XZ","CN",0,"07:43",1,26,3097,"0",26,26,1,1,1,3.846153846,"F",34755.52974,125,"125_7",1576,NA,34755.52974,4.287076423,0,0,2,"5549","479","6685","3097","1365","MB","2014",7,1.94591014905531,2.64575131106459,1
"1159","5612","BrM",5338,5549,10,10,1065,2020-08-28,"8",2012,479,60,"V267570",1,130,0.258769134,"SAK","WY/XZ","CN",1,"12:01",1,23,2608,"1",23,23,2,2,2,4.347826087,"FI",15835.15909,116,"116_8",1183,NA,15835.15909,4.048605441,NA,NA,3,"5549","479","5338","2608","1065","SAK","2012",10,2.30258509299405,3.16227766016838,2
"1160","5612","BrM",6685,5549,10,10,1342,2020-07-17,"7",2014,479,60,"V267570",1,130,0.258769134,"MB","WY/XZ","CN",0,"08:06",1,12,3097,"0",12,12,1,1,1,0,"FI",34755.52974,125,"125_7",1576,NA,34755.52974,4.287076423,0,0,2,"5549","479","6685","3097","1342","MB","2014",10,2.30258509299405,3.16227766016838,1
"1161","5612","BrM",5338,5549,12,12,1055,2020-09-03,"9",2012,479,60,"V267570",1,130,0.258769134,"VS","WY/XZ","CN",1,"09:01",1,33,2608,"1",33,33,2,2,2,9.090909091,"F",15835.15909,116,"116_9",1250,NA,15835.15909,4.048605441,NA,NA,3,"5549","479","5338","2608","1055","VS","2012",12,2.484906649788,3.46410161513775,2
"1162","5612","BrM",5338,5549,14,14,1059,2020-09-18,"9",2012,479,60,"V267570",1,130,0.258769134,"VS","WY/XZ","CN",0,"11:29",1,37,2608,"0",37,37,2,2,2,8.108108108,"FL",15835.15909,116,"116_9",1250,NA,15835.15909,4.048605441,0,0,3,"5549","479","5338","2608","1059","VS","2012",14,2.63905732961526,3.74165738677394,2
"1163","5613","BrF",6712,5779,15,15,1485,2020-08-22,"8",2014,58,60,"V267553",0,41.1,0.015406576,"KLB","YB/UX","CN",0,"13:50",1,31,3128,"0",31,31,1,1,1,0,"F",30925.78436,125,"125_8",1437,NA,30925.78436,4.287076423,0,0,2,"5779","58","6712","3128","1485","KLB","2014",15,2.70805020110221,3.87298334620742,1
"1165","5620","BrM",5080,1605,6,6,901,2020-08-19,"8",2011,8,60,"V267543",1,5,0.059081271,"DJW","YW/UX","CN",1,"11:23",2,18,2396,"1",18,18,1,1,1,0,"F",108250.4439,105,"105_8",3751,NA,108250.4439,9.032081704,0,1,4,"1605","8","5080","2396","901","DJW","2011",6,1.79175946922805,2.44948974278318,1
"1166","5620","BrM",6156,5635,7,7,1151,2020-09-16,"9",2013,481,60,"V267543",1,133,0.403759291,"MB","YW/UX","CN",0,"12:14",1,18,2772,"0",18,18,1,1,1,5.555555556,"FL",40809.08736,122,"122_9",1113,NA,40809.08736,3.248186294,0,0,2,"5635","481","6156","2772","1151","MB","2013",7,1.94591014905531,2.64575131106459,1
"1167","5620","BrM",6719,5635,9,9,1467,2020-09-02,"9",2014,481,60,"V267543",1,133,0.403759291,"SAK","YW/UX","CN",1,"16:08",2,25,3144,"1",25,25,1,1,1,0,"F",27423.9449,125,"125_9",2956,NA,27423.9449,4.287076423,1,0,4,"5635","481","6719","3144","1467","SAK","2014",9,2.19722457733622,3,1
"1172","5625","BrF",6730,5820,7,7,1466,2020-09-02,"9",2014,112,60,"V267573",0,78,-0.061008963,"SAK","EB/KX","CN",0,"14:19",1,14,3151,"0",14,14,1,1,1,0,"F",6621.615469,125,"125_9",2956,NA,6621.615469,4.287076423,0,0,4,"5820","112","6730","3151","1466","SAK","2014",7,1.94591014905531,2.64575131106459,1
"1174","5625","BrF",6411,5820,9,9,1253,2020-02-22,"2",2014,112,60,"V267573",0,78,-0.061008963,"FG","EB/KX","CN",1,"09:05",1,23,2812,"1",23,23,1,1,0,8.695652174,"FI",25864.58539,124,"124_2",2347,NA,25864.58539,5.478684885,1,0,3,"5820","112","6411","2812","1253","FG","2014",9,2.19722457733622,3,1
"1175","5625","BrF",6128,5820,14,14,1157,2020-09-17,"9",2013,112,60,"V267573",0,78,-0.061008963,"SAK","EB/KX","CN",0,"11:59",1,28,2750,"0",28,28,1,1,1,0,"FL",29298.77805,122,"122_9",1113,NA,29298.77805,3.248186294,0,0,2,"5820","112","6128","2750","1157","SAK","2013",14,2.63905732961526,3.74165738677394,1
"1178","5626","BrM",6700,4958,6,6,1482,2020-08-19,"8",2014,77,60,"V267574",1,52.1,0.462961077,"KLB","EE/KX","CN",1,"13:56",1,21,3113,"1",21,21,1,1,1,4.761904762,"F",13700.06494,125,"125_8",1437,NA,13700.06494,4.287076423,1,0,4,"4958","77","6700","3113","1482","KLB","2014",6,1.79175946922805,2.44948974278318,1
"1179","5626","BrM",6109,4958,8,8,1137,2020-09-02,"9",2013,77,60,"V267574",1,52.1,0.462961077,"LMG","EE/KX","CN",1,"08:49",1,27,2725,"1",27,27,1,1,1,0,"F",18482.55787,122,"122_9",1113,NA,18482.55787,3.248186294,0,1,4,"4958","77","6109","2725","1137","LMG","2013",8,2.07944154167984,2.82842712474619,1
"1180","5626","BrM",5337,4958,11,11,1069,2020-08-31,"8",2012,77,60,"V267574",1,52.1,0.462961077,"SAK","EE/KX","CN",0,"10:56",1,36,2607,"0",36,36,1,1,1,0,"FL",29921.31788,116,"116_8",1183,NA,29921.31788,4.048605441,0,0,2,"4958","77","5337","2607","1069","SAK","2012",11,2.39789527279837,3.3166247903554,1
"1182","5630","BrF",6148,2966,10,10,1141,2020-09-04,"9",2013,24,60,"V267580",0,18,-0.055529623,"LMG","GR/KX","CN",0,"09:30",1,15,2764,"0",15,15,1,1,0,0,"F",40327.94846,122,"122_9",1113,NA,40327.94846,3.248186294,0,0,2,"2966","24","6148","2764","1141","LMG","2013",10,2.30258509299405,3.16227766016838,1
"1183","5630","BrF",6148,2966,11,11,1125,2020-08-30,"8",2013,24,60,"V267580",0,18,-0.055529623,"LMG","GR/KX","CN",0,"08:40",1,16,2764,"0",16,16,1,1,0,0,"FI",40327.94846,122,"122_8",2045,NA,40327.94846,3.248186294,0,0,2,"2966","24","6148","2764","1125","LMG","2013",11,2.39789527279837,3.3166247903554,1
"1185","5630","BrF",6664,2966,17,17,1475,2020-09-22,"9",2014,24,60,"V267580",0,18,-0.055529623,"SAK","GR/KX","CN",0,"15:11",2,33,3197,"0",33,33,1,1,1,9.090909091,"F",14053.26025,125,"125_9",2956,NA,14053.26025,4.287076423,0,0,2,"2966","24","6664","3197","1475","SAK","2014",17,2.83321334405622,4.12310562561766,1
"1186","5634","BrF",6418,4957,7,7,1234,2020-02-13,"2",2014,165,60,"V267590",0,108,0.271101221,"HE","YR/KX","CN",0,"08:07",1,10,2819,"0",10,10,1,1,1,0,"F",9844.447336,124,"124_2",2347,NA,9844.447336,5.478684885,0,0,3,"4957","165","6418","2819","1234","HE","2014",7,1.94591014905531,2.64575131106459,1
"1187","5620","BrM",6428,5635,0,0,1245,2020-02-16,"2",2014,481,60,"V267543",1,133,0.403759291,"HE","YW/UX","CN",1,"08:53",1,7,2832,"1",7,7,1,1,1,0,"FI",34351.65158,124,"124_2",2347,NA,34351.65158,5.478684885,1,0,3,"5635","481","6428","2832","1245","HE","2014",0,-Inf,0,1
"1188","5635","BrF",6428,5620,5,5,1245,2020-02-16,"2",2014,481,60,"V267591",0,133,0.403759291,"HE","YV/KX","CN",1,"08:53",1,7,2832,"1",7,7,1,1,1,0,"FI",34351.65158,124,"124_2",2347,NA,34351.65158,5.478684885,1,0,3,"5620","481","6428","2832","1245","HE","2014",5,1.6094379124341,2.23606797749979,1
"1191","5635","BrF",6156,5620,10,10,1151,2020-09-16,"9",2013,481,60,"V267591",0,133,0.403759291,"MB","YV/KX","CN",0,"12:14",1,18,2772,"0",18,18,1,1,1,5.555555556,"FL",40809.08736,122,"122_9",1113,NA,40809.08736,3.248186294,0,0,2,"5620","481","6156","2772","1151","MB","2013",10,2.30258509299405,3.16227766016838,1
"1192","5635","BrF",6719,5620,12,12,1467,2020-09-02,"9",2014,481,60,"V267591",0,133,0.403759291,"SAK","YV/KX","CN",1,"16:08",2,25,3144,"1",25,25,1,1,1,0,"F",27423.9449,125,"125_9",2956,NA,27423.9449,4.287076423,1,0,4,"5620","481","6719","3144","1467","SAK","2014",12,2.484906649788,3.46410161513775,1
